source,target,weight,source_freq,target_freq
Antineoplastic Agents,United States Food and Drug Administration,2,36,3
Antineoplastic Agents,"Cell Line, Tumor",2,36,4
"Cell Line, Tumor",drug effects,2,4,14
"Drug Resistance, Neoplasm",metabolism,2,6,16
Cardiotoxicity,Hypertension,2,47,2
Piperazines,adverse effects,2,2,51
Acrylamides,pharmacokinetics,2,70,2
Aniline Compounds,pharmacokinetics,2,69,2
Indoles,pharmacokinetics,2,69,2
Pyrimidines,pharmacokinetics,2,71,2
pharmacokinetics,therapeutic use,2,2,36
administration & dosage,pharmacokinetics,2,9,2
adverse effects,pharmacokinetics,2,51,2
Molecular Targeted Therapy,chemically induced,2,5,26
chemically induced,targeted therapy,2,26,6
Mutation,targeted therapy,2,39,6
Acrylamides,Circulating Tumor DNA,2,70,2
Antineoplastic Agents,Republic of Korea,2,36,4
Protein Kinase Inhibitors,Republic of Korea,2,49,4
Piperazines,lung cancer,2,2,21
Acrylamides,Piperazines,2,70,2
Arrhythmia,Cardiotoxicity,2,2,47
Aniline Compounds,Mitochondria,2,69,3
Mitochondria,Osimertinib,2,3,82
Acrylamides,Mitochondria,2,70,3
Acrylamides,secondary,2,70,2
administration & dosage,secondary,2,9,2
administration & dosage,epidemiology,2,9,16
Incidence,administration & dosage,2,4,9
Indoles,secondary,2,69,2
Pyrimidines,secondary,2,71,2
Aniline Compounds,secondary,2,69,2
"Carcinoma, Non-Small-Cell Lung",secondary,2,59,2
drug therapy,secondary,2,65,2
Indoles,Mitochondria,2,69,3
Mitochondria,Pyrimidines,2,3,71
cardiomyopathy,heart failure,2,5,31
Aniline Compounds,Onco-cardiology,2,69,2
Onco-cardiology,adverse effects,2,2,51
Acrylamides,Onco-cardiology,2,70,2
Onco-cardiology,heart failure,2,2,31
Osimertinib,QT interval,2,82,2
Japanese Adverse Drug Event Report database,Osimertinib,2,2,82
pathology,secondary,2,30,2
Lung Neoplasms,secondary,2,66,2
"Myocytes, Cardiac",antagonists & inhibitors,2,10,18
Gefitinib,"Myocytes, Cardiac",2,4,10
Afatinib,"Myocytes, Cardiac",2,7,10
Tyrosine Kinase Inhibitors,drug effects,2,8,14
drug therapy,pharmacokinetics,2,65,2
"Aged, 80 and over",pharmacokinetics,2,17,2
Indoles,Onco-cardiology,2,69,2
Onco-cardiology,Pyrimidines,2,2,71
"Carcinoma, Non-Small-Cell Lung",Circulating Tumor DNA,2,59,2
"Carcinoma, Non-Small-Cell Lung",Genotype,2,59,2
"Carcinoma, Non-Small-Cell Lung",Real-Time Polymerase Chain Reaction,2,59,2
cardio-oncology,non-small cell lung cancer,2,11,19
Gefitinib,epidermal growth factor receptor tyrosine kinase inhibitor,2,4,3
epidermal growth factor receptor tyrosine kinase inhibitor,heart failure,2,3,31
Osimertinib,epidermal growth factor receptor tyrosine kinase inhibitor,2,82,3
Gefitinib,Osimertinib,2,4,82
Real-Time Polymerase Chain Reaction,genetics,2,2,44
Circulating Tumor DNA,ErbB Receptors,2,2,53
Circulating Tumor DNA,Exons,2,2,3
Acrylamides,Genotype,2,70,2
Acrylamides,Real-Time Polymerase Chain Reaction,2,70,2
Aniline Compounds,Circulating Tumor DNA,2,69,2
Aniline Compounds,Genotype,2,69,2
Aniline Compounds,Real-Time Polymerase Chain Reaction,2,69,2
Circulating Tumor DNA,Real-Time Polymerase Chain Reaction,2,2,2
ErbB Receptors,Genotype,2,53,2
ErbB Receptors,Real-Time Polymerase Chain Reaction,2,53,2
Circulating Tumor DNA,drug therapy,2,2,65
Genotype,drug therapy,2,2,65
Real-Time Polymerase Chain Reaction,drug therapy,2,2,65
Circulating Tumor DNA,genetics,2,2,44
Genotype,genetics,2,2,44
"Aged, 80 and over",Incidence,2,17,4
"Carcinoma, Non-Small-Cell Lung",Tyrosine kinase inhibitor,2,59,8
Tyrosine kinase inhibitor,drug therapy,2,8,65
Tyrosine kinase inhibitor,pathology,2,8,30
Circulating Tumor DNA,Indoles,2,2,69
Circulating Tumor DNA,Lung Neoplasms,2,2,66
Circulating Tumor DNA,Mutation,2,2,39
Circulating Tumor DNA,Pyrimidines,2,2,71
Aniline Compounds,Drug-Related Side Effects and Adverse Reactions,2,69,3
NSCLC,drug effects,2,13,14
NSCLC,metabolism,2,13,16
Exons,Genotype,2,3,2
Exons,Real-Time Polymerase Chain Reaction,2,3,2
Genotype,Indoles,2,2,69
Genotype,Lung Neoplasms,2,2,66
Genotype,Mutation,2,2,39
Drug-Related Side Effects and Adverse Reactions,Pyrimidines,2,3,71
Drug-Related Side Effects and Adverse Reactions,adverse effects,2,3,51
Acrylamides,Drug-Related Side Effects and Adverse Reactions,2,70,3
Drug-Related Side Effects and Adverse Reactions,Lung Neoplasms,2,3,66
Drug-Related Side Effects and Adverse Reactions,ErbB Receptors,2,3,53
Drug-Related Side Effects and Adverse Reactions,antagonists & inhibitors,2,3,18
Antineoplastic Agents,Drug-Related Side Effects and Adverse Reactions,2,36,3
"Carcinoma, Non-Small-Cell Lung",Drug-Related Side Effects and Adverse Reactions,2,59,3
Cardiotoxicity,"Cells, Cultured",2,47,2
"Cells, Cultured",Osimertinib,2,2,82
Aniline Compounds,"Cells, Cultured",2,69,2
"Cells, Cultured",pharmacology,2,2,18
Drug-Related Side Effects and Adverse Reactions,epidemiology,2,3,16
Drug-Related Side Effects and Adverse Reactions,diagnosis,2,3,15
Drug-Related Side Effects and Adverse Reactions,chemically induced,2,3,26
Drug-Related Side Effects and Adverse Reactions,Indoles,2,3,69
Tyrosine kinase inhibitor,genetics,2,8,44
"Cells, Cultured",Induced Pluripotent Stem Cells,2,2,5
"Cells, Cultured",Indoles,2,2,69
"Cells, Cultured",Pyrimidines,2,2,71
Acrylamides,"Cells, Cultured",2,70,2
"Cells, Cultured","Myocytes, Cardiac",2,2,10
"Cells, Cultured",drug effects,2,2,14
"Cells, Cultured",metabolism,2,2,16
Atrial Fibrillation,Pyrimidines,2,3,71
Chemotherapy,heart failure,2,4,31
"Carcinoma, Non-Small-Cell Lung",Chemotherapy,2,59,4
Atrial Fibrillation,Lung Neoplasms,2,3,66
Antineoplastic Agents,Atrial Fibrillation,2,36,3
Atrial Fibrillation,Cardiotoxicity,2,3,47
EGFR mutation,Pyrimidines,2,6,71
mortality,pathology,2,5,30
Lung Neoplasms,Tyrosine kinase inhibitor,2,66,8
ErbB Receptors,Tyrosine kinase inhibitor,2,53,8
Chemotherapy,Mutation,2,4,39
"Aged, 80 and over",Chemotherapy,2,17,4
Chemotherapy,adverse effects,2,4,51
Chemotherapy,Lung Neoplasms,2,4,66
Atrial Fibrillation,chemically induced,2,3,26
Atrial Fibrillation,Indoles,2,3,69
"Drug Resistance, Neoplasm",Osimertinib,2,6,82
"Cell Line, Tumor",pathology,2,4,30
Adverse events,drug therapy,2,5,65
Adverse events,Lung Neoplasms,2,5,66
Adverse events,ErbB Receptors,2,5,53
Adverse events,"Carcinoma, Non-Small-Cell Lung",2,5,59
Tyrosine kinase inhibitor,therapeutic use,2,8,36
Tyrosine kinase inhibitor,pharmacology,2,8,18
Genotype,Pyrimidines,2,2,71
Genotype,Real-Time Polymerase Chain Reaction,2,2,2
Indoles,Real-Time Polymerase Chain Reaction,2,69,2
Circulating Tumor DNA,Genotype,2,2,2
Antineoplastic Agents,Incidence,2,36,4
Incidence,chemically induced,2,4,26
Cardiovascular Diseases,etiology,2,4,20
Cardiovascular Diseases,Protein Kinase Inhibitors,2,4,49
Mutation,Real-Time Polymerase Chain Reaction,2,39,2
Pyrimidines,Real-Time Polymerase Chain Reaction,2,71,2
QT prolongation,Torsade de Pointes,2,7,3
Incidence,therapeutic use,2,4,36
Pyrimidines,complications,2,71,2
Cardiovascular Diseases,Pyrimidines,2,4,71
complications,therapeutic use,2,2,36
Cardiovascular Diseases,therapeutic use,2,4,36
complications,genetics,2,2,44
Acrylamides,complications,2,70,2
complications,drug therapy,2,2,65
Adenocarcinoma of Lung,chemically induced,2,5,26
Cardiotoxicity,Crizotinib,2,47,2
Mutation,cardio-oncology,2,39,11
Osimertinib,cardiac failure,2,82,2
Lung Neoplasms,Real-Time Polymerase Chain Reaction,2,66,2
EGFR mutation,drug therapy,2,6,65
EGFR mutation,genetics,2,6,44
EGFR mutation,pathology,2,6,30
EGFR mutation,Lung Neoplasms,2,6,66
EGFR mutation,ErbB Receptors,2,6,53
Aniline Compounds,EGFR mutation,2,69,6
Protein Kinase Inhibitors,complications,2,49,2
ErbB Receptors,complications,2,53,2
EGFR mutation,therapeutic use,2,6,36
EGFR mutation,Mutation,2,6,39
Acrylamides,EGFR mutation,2,70,6
"Aged, 80 and over",EGFR mutation,2,17,6
EGFR mutation,Protein Kinase Inhibitors,2,6,49
Antineoplastic Agents,EGFR mutation,2,36,6
EGFR mutation,Indoles,2,6,69
"Carcinoma, Non-Small-Cell Lung",EGFR mutation,2,59,6
Acrylamides,QT prolongation,2,70,7
Protein Kinase Inhibitors,QT prolongation,2,49,7
Antineoplastic Agents,QT prolongation,2,36,7
ErbB Receptors,QT prolongation,2,53,7
QT prolongation,genetics,2,7,44
"Carcinoma, Non-Small-Cell Lung",QT prolongation,2,59,7
QT prolongation,drug therapy,2,7,65
QT prolongation,epidemiology,2,7,16
Cardiotoxicity,QT prolongation,2,47,7
"Aged, 80 and over",mortality,2,17,5
Indoles,QT prolongation,2,69,7
Pyrimidines,QT prolongation,2,71,7
Cardiac dysfunction,Osimertinib,2,2,82
Aniline Compounds,QT prolongation,2,69,7
QT prolongation,adverse effects,2,7,51
QT prolongation,therapeutic use,2,7,36
Adverse events,Protein Kinase Inhibitors,2,5,49
Adverse events,Antineoplastic Agents,2,5,36
EGFR,therapeutic use,2,11,36
EGFR,Protein Kinase Inhibitors,2,11,49
Antineoplastic Agents,EGFR,2,36,11
EGFR,NSCLC,2,11,13
"Aged, 80 and over",Survival Rate,2,17,4
Cardiotoxicity,EGFR,2,47,11
Acrylamides,Cardiovascular Diseases,2,70,4
Aniline Compounds,complications,2,69,2
Aniline Compounds,Cardiovascular Diseases,2,69,4
Indoles,complications,2,69,2
Cardiovascular Diseases,Indoles,2,4,69
Osimertinib,complications,2,82,2
Lung Neoplasms,complications,2,66,2
Adverse events,Mutation,2,5,39
EGFR-mutated NSCLC,drug therapy,2,2,65
"Carcinoma, Non-Small-Cell Lung",EGFR-mutated NSCLC,2,59,2
Acrylamides,EGFR-mutated NSCLC,2,70,2
EGFR-mutated NSCLC,epidemiology,2,2,16
EGFR-mutated NSCLC,etiology,2,2,20
pathology,targeted therapy,2,30,6
EGFR,targeted therapy,2,11,6
EGFR,diagnosis,2,11,15
Meta-analysis,Pyrimidines,2,3,71
Lung Neoplasms,Meta-analysis,2,66,3
Meta-analysis,drug therapy,2,3,65
"Carcinoma, Non-Small-Cell Lung",Meta-analysis,2,59,3
Acrylamides,Meta-analysis,2,70,3
EGFR-mutated NSCLC,Incidence,2,2,4
Indoles,Meta-analysis,2,69,3
Aniline Compounds,Meta-analysis,2,69,3
Indoles,Neoplasm Staging,2,69,3
Neoplasm Staging,Pyrimidines,2,3,71
Neoplasm Staging,therapeutic use,2,3,36
Meta-analysis,Protein Kinase Inhibitors,2,3,49
ErbB Receptors,Meta-analysis,2,53,3
Meta-analysis,genetics,2,3,44
Meta-analysis,adverse effects,2,3,51
Meta-analysis,therapeutic use,2,3,36
QT prolongation,etiology,2,7,20
Lung Neoplasms,QT prolongation,2,66,7
Atrial Fibrillation,heart failure,2,3,31
Atrial Fibrillation,"Carcinoma, Non-Small-Cell Lung",2,3,59
Atrial Fibrillation,drug therapy,2,3,65
Aniline Compounds,Atrial Fibrillation,2,69,3
Acrylamides,Atrial Fibrillation,2,70,3
Aniline Compounds,Neoplasm Staging,2,69,3
"Carcinoma, Non-Small-Cell Lung",Real-world,2,59,3
Real-world,drug therapy,2,3,65
Acrylamides,Real-world,2,70,3
Real-world,adverse effects,2,3,51
Osimertinib,Real-world,2,82,3
lung cancer,targeted therapy,2,21,6
etiology,lung cancer,2,20,21
Molecular Targeted Therapy,lung cancer,2,5,21
"Aged, 80 and over",lung cancer,2,17,21
Lung Neoplasms,Real-world,2,66,3
Mutation,Real-world,2,39,3
ErbB Receptors,Real-world,2,53,3
Real-world,genetics,2,3,44
Antineoplastic Agents,Real-world,2,36,3
Protein Kinase Inhibitors,Real-world,2,49,3
Aniline Compounds,Real-world,2,69,3
Antineoplastic Agents,Neoplasm Staging,2,36,3
Acrylamides,Neoplasm Staging,2,70,3
ErbB Receptors,Molecular Targeted Therapy,2,53,5
Cardiotoxicity,Electrocardiography,2,47,3
"Aged, 80 and over",targeted therapy,2,17,6
Acrylamides,targeted therapy,2,70,6
Aniline Compounds,targeted therapy,2,69,6
Indoles,targeted therapy,2,69,6
Adenocarcinoma of Lung,lung cancer,2,5,21
Antineoplastic Agents,"Neoplasm Recurrence, Local",2,36,6
"Neoplasm Recurrence, Local",therapy,2,6,3
Molecular Targeted Therapy,diagnosis,2,5,15
"Carcinoma, Non-Small-Cell Lung",therapy,2,59,3
genetics,therapy,2,44,3
Lung Neoplasms,therapy,2,66,3
ErbB Receptors,therapy,2,53,3
NSCLC,Republic of Korea,2,13,4
Afatinib,pathology,2,7,30
NSCLC,cardio-oncology,2,13,11
Meta-analysis,epidemiology,2,3,16
Meta-analysis,etiology,2,3,20
Antineoplastic Agents,Meta-analysis,2,36,3
targeted therapy,therapeutic use,2,6,36
EGFR mutations,Osimertinib,2,3,82
Cardiotoxicity,EGFR-mutated NSCLC,2,47,2
Cardiotoxicity,Meta-analysis,2,47,3
Apoptosis,drug effects,2,3,14
Apoptosis,Lung Neoplasms,2,3,66
Lung Neoplasms,Tumor Suppressor Protein p53,2,66,2
Apoptosis,"Carcinoma, Non-Small-Cell Lung",2,3,59
adverse effects,methods,2,51,4
Survival Rate,adverse effects,2,4,51
Induced Pluripotent Stem Cells,Mitochondria,2,5,3
Antineoplastic Agents,Mitochondria,2,36,3
Molecular Targeted Therapy,therapeutic use,2,5,36
Osimertinib,targeted therapy,2,82,6
EGFR-mutated NSCLC,Pyrimidines,2,2,71
EGFR-mutated NSCLC,Lung Neoplasms,2,2,66
"Carcinoma, Non-Small-Cell Lung",Tumor Suppressor Protein p53,2,59,2
Cardiotoxicity,Lazertinib,2,47,4
echocardiogram,lung cancer,2,2,21
Osimertinib,echocardiogram,2,82,2
Mitochondria,pharmacology,2,3,18
"Mitochondria, Heart",pharmacology,2,2,18
Cardiotoxicity,"Mitochondria, Heart",2,47,2
"Mitochondria, Heart","Myocytes, Cardiac",2,2,10
"Mitochondria, Heart",drug effects,2,2,14
"Mitochondria, Heart",metabolism,2,2,16
EGFR-mutated NSCLC,Osimertinib,2,2,82
EGFR-mutated NSCLC,Indoles,2,2,69
Aniline Compounds,EGFR-mutated NSCLC,2,69,2
EGFR-mutated NSCLC,adverse effects,2,2,51
Non–small cell lung cancer,pathology,2,4,30
Non–small cell lung cancer,adverse effects,2,4,51
Electrocardiography,Pyrimidines,2,3,71
Adverse Drug Reaction Reporting Systems,Cardiotoxicity,2,6,47
Progression-Free Survival,drug therapy,2,2,65
Progression-Free Survival,genetics,2,2,44
Acrylamides,Apoptosis,2,70,3
Acrylamides,Tumor Suppressor Protein p53,2,70,2
Apoptosis,pathology,2,3,30
Tumor Suppressor Protein p53,pathology,2,2,30
Apoptosis,drug therapy,2,3,65
Tumor Suppressor Protein p53,drug therapy,2,2,65
Mutation,etiology,2,39,20
Long QT Syndrome,epidemiology,2,5,16
Indoles,Real-world,2,69,3
Pyrimidines,Real-world,2,71,3
Acrylamides,Electrocardiography,2,70,3
Non–small cell lung cancer,therapeutic use,2,4,36
Aniline Compounds,Progression-Free Survival,2,69,2
"Carcinoma, Non-Small-Cell Lung",Progression-Free Survival,2,59,2
EGFR mutations,non-small cell lung cancer,2,3,19
Electrocardiography,Lung Neoplasms,2,3,66
Long QT Syndrome,Mutation,2,5,39
"Aged, 80 and over",Long QT Syndrome,2,17,5
Aniline Compounds,Electrocardiography,2,69,3
"Carcinoma, Non-Small-Cell Lung",Electrocardiography,2,59,3
Electrocardiography,drug therapy,2,3,65
Long QT Syndrome,pathology,2,5,30
Antineoplastic Agents,anticancer drugs,2,36,2
"Carcinoma, Non-Small-Cell Lung",Erlotinib Hydrochloride,2,59,3
"NSCLC, non–small cell lung cancer","TKI, tyrosine kinase inhibitor",2,2,3
"EGFR, epidermal growth factor receptor",Osimertinib,2,2,82
"EGFR, epidermal growth factor receptor",heart failure,2,2,31
Cardiotoxicity,"EGFR, epidermal growth factor receptor",2,47,2
Case report,non-small cell lung cancer,2,7,19
"Disease Models, Animal",drug effects,2,3,14
Risk Assessment,epidemiology,2,4,16
Adverse Drug Reaction Reporting Systems,Risk Assessment,2,6,4
Risk Assessment,drug therapy,2,4,65
Adverse Drug Reaction Reporting Systems,"Carcinoma, Non-Small-Cell Lung",2,6,59
"Carcinoma, Non-Small-Cell Lung",Pharmacovigilance,2,59,8
Heart Diseases,Neoplasms,2,9,3
anticancer drugs,drug therapy,2,2,65
Pharmacovigilance,heart failure,2,8,31
"Databases, Factual",diagnosis,2,3,15
epidemiology,mortality,2,16,5
Pharmacovigilance,Risk Assessment,2,8,4
Heart Diseases,Pharmacovigilance,2,9,8
Pharmacovigilance,chemically induced,2,8,26
Pharmacovigilance,diagnosis,2,8,15
Adverse Drug Reaction Reporting Systems,Lung Neoplasms,2,6,66
Adverse Drug Reaction Reporting Systems,therapeutic use,2,6,36
Erlotinib Hydrochloride,Mutation,2,3,39
"Drug Resistance, Neoplasm",Erlotinib Hydrochloride,2,6,3
